0.0499498575,0.0474627624,0.0449695432,0.0424727689,0.0399741344,0.0374746428,0.0349748105,0.0324748620,0.0299748777,0.0274748823,0.0249748834,0.0224748846,0.0199748892,0.0174749049,0.0149749566,0.0124751251,0.0099756356,0.0074770067,0.0049802449,0.0024870506
0.0499005135,0.0474258364,0.0449392985,0.0424457757,0.0399485458,0.0374495852,0.0349499296,0.0324500353,0.0299500677,0.0274500773,0.0249500797,0.0224500821,0.0199500917,0.0174501244,0.0149502311,0.0124505784,0.0099516265,0.0074544189,0.0049609458,0.0024745053
0.0498190686,0.0473645697,0.0448890371,0.0424009394,0.0399060796,0.0374080229,0.0349086691,0.0324088678,0.0299089288,0.0274089470,0.0249089516,0.0224089564,0.0199089748,0.0174090369,0.0149092386,0.0124098948,0.0099118676,0.0074170832,0.0049291513,0.0024539398
0.0496884408,0.0472657335,0.0448077586,0.0423284175,0.0398374222,0.0373408502,0.0348419943,0.0323423461,0.0298424546,0.0273424872,0.0248424957,0.0223425044,0.0198425380,0.0173426494,0.0148430107,0.0123441855,0.0098477040,0.0073569373,0.0048780941,0.0024210714
0.0494840008,0.0471099805,0.0446792028,0.0422135676,0.0397286748,0.0372344629,0.0347364007,0.0322369969,0.0297371813,0.0272372372,0.0247372521,0.0222372675,0.0197373261,0.0172375190,0.0147381422,0.0122401678,0.0097462131,0.0072619653,0.0047977201,0.0023695684
0.0491724454,0.0468705527,0.0444804738,0.0420355327,0.0395599225,0.0370693199,0.0345724750,0.0320734461,0.0295737472,0.0270738392,0.0245738639,0.0220738903,0.0195739897,0.0170743136,0.0145753576,0.0120787493,0.0095888373,0.0071149464,0.0046736728,0.0022904394
0.0487136984,0.0465138681,0.0441819150,0.0417667349,0.0393045482,0.0368191852,0.0343241106,0.0318256271,0.0293260983,0.0268262432,0.0243262827,0.0218263265,0.0193264904,0.0168270202,0.0143287231,0.0118342539,0.0093506517,0.0068928182,0.0044868326,0.0021718409
0.0480876310,0.0460156044,0.0437609070,0.0413859639,0.0389419874,0.0364637476,0.0339710822,0.0314733414,0.0289740443,0.0264742616,0.0239743218,0.0214743922,0.0189746552,0.0164754979,0.0139782007,0.0114869770,0.0090129182,0.0065792140,0.0042257789,0.0020100955
0.0473458375,0.0454031019,0.0432364271,0.0409113968,0.0384907458,0.0360216453,0.0335320737,0.0310352868,0.0285362879,0.0260365984,0.0235366860,0.0210367956,0.0185372044,0.0160385040,0.0135426635,0.0110561675,0.0085959681,0.0061970823,0.0039167553,0.0018275983
0.0465945162,0.0447592853,0.0426747247,0.0404025623,0.0380093655,0.0355515630,0.0330658209,0.0305702151,0.0280715859,0.0255720124,0.0230721350,0.0205722996,0.0180729123,0.0155748462,0.0130810236,0.0106010754,0.0081600132,0.0058069239,0.0036133900,0.0016568888
0.0458405210,0.0440960581,0.0420855205,0.0398651525,0.0375012220,0.0350561588,0.0325747941,0.0300805392,0.0275823331,0.0250828929,0.0225830573,0.0200832944,0.0175841768,0.0150869418,0.0125957572,0.0101243692,0.0077079745,0.0054106886,0.0033142379,0.0014938101
0.0452949714,0.0436018109,0.0416383990,0.0394562887,0.0371184082,0.0346871472,0.0322111624,0.0297185681,0.0272208841,0.0247216098,0.0222218267,0.0197221553,0.0172233739,0.0147271662,0.0122392345,0.0097784018,0.0073890476,0.0051427251,0.0031211192,0.0013930192
0.0446839879,0.0430448002,0.0411296574,0.0389859834,0.0366739508,0.0342562928,0.0317855976,0.0292946371,0.0267974675,0.0242983574,0.0217986289,0.0192990662,0.0168006840,0.0143056846,0.0118215695,0.0093731215,0.0070154785,0.0048288861,0.0028949626,0.0012749966
0.0442792140,0.0426699822,0.0407833139,0.0386640879,0.0363703310,0.0339639051,0.0314985359,0.0290094969,0.0265129348,0.0240140206,0.0215143574,0.0190149216,0.0165169993,0.0140233773,0.0115436010,0.0091073819,0.0067759748,0.0046325627,0.0027566935,0.0012042987
0.0439412328,0.0423535873,0.0404889112,0.0383899027,0.0361124448,0.0337169322,0.0312571825,0.0287702754,0.0262743897,0.0237756961,0.0212761077,0.0187768183,0.0162794217,0.0137873568,0.0113124714,0.0088892713,0.0065833575,0.0044783115,0.0026505026,0.0011511433
0.0435639700,0.0419994384,0.0401578718,0.0380798483,0.0358191835,0.0334348693,0.0309808738,0.0284961487,0.0260009580,0.0235024928,0.0210029852,0.0185038664,0.0160070781,0.0135167957,0.0110474927,0.0086391770,0.0063624532,0.0043013762,0.0025286757,0.0010901524
0.0431338871,0.0415943195,0.0397770704,0.0377207434,0.0354772558,0.0331043300,0.0306561708,0.0281736581,0.0256791750,0.0231809442,0.0206815239,0.0181826089,0.0156865435,0.0131983549,0.0107355908,0.0083447426,0.0061023313,0.0040929891,0.0023851683,0.0010182963
0.0427208026,0.0412031167,0.0394069543,0.0373694161,0.0351409554,0.0327782641,0.0303356420,0.0278554264,0.0253617442,0.0228637813,0.0203644642,0.0178658013,0.0153706222,0.0128849697,0.0104295839,0.0080571298,0.0058494115,0.0038912357,0.0022467548,0.0009492229
0.0425199939,0.0410102174,0.0392235461,0.0371960897,0.0349771321,0.0326222569,0.0301850185,0.0277077379,0.0252152889,0.0227177440,0.0202185806,0.0177202437,0.0152261853,0.0127436972,0.0102957077,0.0079367692,0.0057487156,0.0038147131,0.0021965808,0.0009252148
0.0422835351,0.0407786928,0.0390063171,0.0369935846,0.0347881504,0.0324441085,0.0300141239,0.0275407030,0.0250498662,0.0225528799,0.0200539256,0.0175560206,0.0150634199,0.0125849853,0.0101464011,0.0078046143,0.0056415056,0.0037381653,0.0021534561,0.0009152842
0.0420223854,0.0405112471,0.0387615074,0.0367734923,0.0345900974,0.0322631792,0.0298442860,0.0273765963,0.0248881386,0.0223920045,0.0198933714,0.0173960589,0.0149054027,0.0124322776,0.0100059081,0.0076863497,0.0055555612,0.0036919531,0.0021505610,0.0009496509
0.0419384324,0.0403412385,0.0386296992,0.0366982540,0.0345636221,0.0322731987,0.0298769277,0.0274204370,0.0249365831,0.0224421930,0.0199441912,0.0174476415,0.0149592978,0.0124923028,0.0100798454,0.0077855245,0.0056914247,0.0038729335,0.0023807482,0.0011862858
0.0420307598,0.0402438666,0.0385622243,0.0366993950,0.0346246525,0.0323798766,0.0300125493,0.0275707187,0.0250930581,0.0226011299,0.0201040316,0.0176083444,0.0151223996,0.0126614736,0.0102624911,0.0079925059,0.0059337936,0.0041588588,0.0027142232,0.0015094890
0.0437525937,0.0410616600,0.0392582767,0.0375230285,0.0355891294,0.0334475631,0.0311432509,0.0287328274,0.0262686891,0.0237821598,0.0212867639,0.0187916732,0.0163071334,0.0138498079,0.0114576491,0.0091979774,0.0071524164,0.0053922551,0.0039225637,0.0024514105
0.0471205514,0.0425434524,0.0402948417,0.0386626032,0.0368981368,0.0348801133,0.0326515887,0.0302801838,0.0278338902,0.0253546767,0.0228614738,0.0203669458,0.0178835998,0.0154291856,0.0130414355,0.0107864693,0.0087448365,0.0069873015,0.0054634807,0.0036250209
0.0524414683,0.0447687074,0.0416059062,0.0400104025,0.0384318973,0.0365482152,0.0344022586,0.0320749192,0.0296502957,0.0271804081,0.0246899788,0.0221961366,0.0197141127,0.0172625502,0.0148782539,0.0126254460,0.0105834481,0.0088228529,0.0072243722,0.0049407607
0.0623200902,0.0491979268,0.0439619322,0.0421126605,0.0407334392,0.0390244204,0.0369835656,0.0347133011,0.0323185757,0.0298622256,0.0273758473,0.0248829236,0.0224023354,0.0199533640,0.0175709680,0.0153166608,0.0132684286,0.0114784471,0.0096875499,0.0066659023
0.0810292476,0.0583184383,0.0484724599,0.0455014586,0.0442417877,0.0427603903,0.0408519969,0.0386546237,0.0363009343,0.0338643901,0.0313840786,0.0288924295,0.0264133640,0.0239664681,0.0215837821,0.0193233052,0.0172616966,0.0153959374,0.0132040485,0.0089711850
0.1047660957,0.0705822093,0.0542397532,0.0492533386,0.0479113882,0.0466169847,0.0448098608,0.0426702252,0.0403550757,0.0379399697,0.0354667126,0.0329766030,0.0304991049,0.0280534863,0.0256678233,0.0233960918,0.0213138787,0.0193488826,0.0166803044,0.0111503560
0.1290569088,0.0841321576,0.0606334395,0.0529429801,0.0512936734,0.0501180396,0.0483621179,0.0462514377,0.0439640626,0.0415691269,0.0391035740,0.0366153331,0.0341394169,0.0316940348,0.0293027336,0.0270158773,0.0249087283,0.0228286800,0.0196489370,0.0129030398
0.1511470823,0.0993821428,0.0685590223,0.0570412077,0.0545464217,0.0533838832,0.0516564388,0.0495530301,0.0472816555,0.0449063575,0.0424506581,0.0399653415,0.0374916249,0.0350460810,0.0326487114,0.0303494441,0.0282103881,0.0259369380,0.0220564734,0.0140268634
0.2033416464,0.1334465224,0.0873016011,0.0667333121,0.0612071917,0.0597748528,0.0581625763,0.0560887095,0.0538408722,0.0514965619,0.0490579587,0.0465771725,0.0441051971,0.0416571086,0.0392513156,0.0369418330,0.0347132970,0.0319315618,0.0266997594,0.0165056841
0.2233573602,0.1530127368,0.1006391646,0.0733601911,0.0647013076,0.0628405612,0.0613150213,0.0592228746,0.0569491429,0.0546104992,0.0521831871,0.0497064741,0.0472350915,0.0447816083,0.0423680182,0.0400609317,0.0377543816,0.0344740576,0.0281245400,0.0167584964
0.2410707775,0.1700322993,0.1134171148,0.0810100334,0.0692217729,0.0663394010,0.0644586968,0.0621209712,0.0597496141,0.0574045156,0.0549880911,0.0525158658,0.0500434146,0.0475741219,0.0451172719,0.0427360406,0.0402341616,0.0364114373,0.0291604934,0.0169746422
0.2452890208,0.1806154229,0.1264746910,0.0910481448,0.0749079245,0.0696195529,0.0669650371,0.0643275076,0.0618235807,0.0594522324,0.0570407327,0.0545722054,0.0520965029,0.0496057877,0.0470963971,0.0445795304,0.0416521201,0.0369612810,0.0287890611,0.0163724069
0.1848042508,0.1377393549,0.0974909248,0.0722702967,0.0631346592,0.0611886656,0.0593885837,0.0570492641,0.0545561628,0.0520561628,0.0495561628,0.0470561628,0.0445561628,0.0420574066,0.0395866715,0.0372201332,0.0348599012,0.0312399044,0.0244497119,0.0138658644
0.1657182019,0.1281037781,0.0952946177,0.0725237607,0.0623859276,0.0596830324,0.0578163153,0.0554750889,0.0529822110,0.0504822110,0.0479822110,0.0454822110,0.0429822110,0.0404836386,0.0380157668,0.0356498414,0.0331455348,0.0291532789,0.0223080861,0.0124718008
0.1385454080,0.1113157936,0.0873768387,0.0694235118,0.0598871365,0.0566678510,0.0546863794,0.0523260816,0.0498324229,0.0473324229,0.0448324229,0.0423324229,0.0398324229,0.0373339116,0.0348669906,0.0324953027,0.0298579180,0.0257137455,0.0192780299,0.0106491489
0.1195462700,0.0994833197,0.0810288565,0.0666117221,0.0579508128,0.0543146961,0.0521740953,0.0497942849,0.0472997311,0.0447997311,0.0422997311,0.0397997311,0.0372997311,0.0348012198,0.0323342988,0.0299378363,0.0271494955,0.0229480048,0.0169043493,0.0091459799
0.1011003830,0.0872524167,0.0738908200,0.0628897589,0.0554506042,0.0515827089,0.0492593853,0.0468589862,0.0443634904,0.0418634904,0.0393634904,0.0368634904,0.0343634904,0.0318649791,0.0293980581,0.0269602461,0.0240203899,0.0198568649,0.0143148072,0.0075641105
